respondent_id,age,gender,province,sector,education,urban_rural,monthly_income_rwf
2456,52,Male,Eastern,Agriculture,Primary,Rural,219480
2457,28,Male,Southern,Agriculture,Secondary,Rural,198669
2458,37,Male,Kigali,Other,Tertiary,Urban,339650
2459,40,Female,Eastern,Services,Tertiary,Rural,631271
2460,40,Female,Western,Trade,No Education,Urban,184277
2461,35,Male,Northern,Trade,Tertiary,Rural,254397
2462,43,Male,Kigali,Agriculture,No Education,Rural,274580
2463,40,Female,Kigali,Services,Tertiary,Rural,514568
2464,20,Female,Southern,Trade,Primary,Rural,55387
2465,45,Male,Northern,Services,Primary,Rural,216249
2466,45,Male,Eastern,Other,No Education,Urban,75429
2467,25,Female,Western,Agriculture,Primary,Urban,169033
2468,35,Male,Kigali,Agriculture,Secondary,Rural,150318
2469,43,Male,Eastern,Trade,Tertiary,Rural,58748
2470,32,Female,Western,Trade,Secondary,Rural,116411
2471,47,Female,Eastern,Other,Secondary,Urban,206268
2472,63,Female,Kigali,Manufacturing,Secondary,Urban,164747
2473,25,Female,Northern,Other,Primary,Urban,181578
2474,18,Female,Southern,Trade,No Education,Urban,244527
2475,38,Male,Kigali,Trade,No Education,Rural,96329
2476,43,Male,Western,Services,Primary,Urban,202739
2477,32,Male,Southern,Agriculture,Primary,Rural,262736
2478,52,Male,Kigali,Other,No Education,Urban,187385
2479,18,Female,Southern,Services,Primary,Rural,153014
2480,43,Female,Eastern,Services,Primary,Rural,60546
2481,27,Female,Eastern,Services,Tertiary,Urban,474156
2482,55,Female,Southern,Services,Primary,Rural,169693
2483,58,Male,Western,Services,Secondary,Urban,559076
2484,25,Male,Kigali,Agriculture,Secondary,Urban,138564
2485,28,Female,Eastern,Trade,Secondary,Rural,30011
2486,45,Female,Eastern,Services,No Education,Rural,30400
2487,30,Female,Eastern,Services,Primary,Rural,234726
2488,34,Female,Eastern,Agriculture,No Education,Rural,50046
2489,35,Female,Kigali,Agriculture,Primary,Rural,123202
2490,18,Female,Southern,Agriculture,Primary,Urban,123737
2491,34,Male,Eastern,Manufacturing,Secondary,Rural,157214
2492,26,Female,Kigali,Agriculture,Secondary,Urban,123561
2493,29,Female,Southern,Other,Secondary,Rural,64218
2494,52,Male,Southern,Agriculture,Primary,Rural,85780
2495,19,Female,Eastern,Agriculture,Primary,Urban,70752
2496,44,Male,Kigali,Agriculture,Secondary,Rural,76222
2497,31,Female,Northern,Agriculture,Primary,Rural,67053
2498,31,Male,Kigali,Trade,Secondary,Rural,107045
2499,44,Female,Kigali,Trade,Secondary,Urban,348874
2500,39,Male,Southern,Services,Primary,Rural,117453
